No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,season,time_of_day
65,2010,1,3,16,86.0,-11,-9.0,1020.0,SE,124.71,22,0,Winter,Afternoon
66,2010,1,3,17,70.0,-11,-9.0,1020.0,SE,127.84,23,0,Winter,Afternoon
67,2010,1,3,18,61.0,-11,-9.0,1021.0,cv,0.89,24,0,Winter,Afternoon
68,2010,1,3,19,53.0,-11,-9.0,1022.0,cv,1.78,25,0,Winter,Evening
69,2010,1,3,20,71.0,-10,-9.0,1022.0,NW,4.02,26,0,Winter,Evening
70,2010,1,3,21,72.0,-11,-10.0,1023.0,NW,7.15,27,0,Winter,Evening
71,2010,1,3,22,76.0,-11,-9.0,1023.0,NW,11.17,0,0,Winter,Evening
72,2010,1,3,23,73.0,-12,-11.0,1023.0,NW,14.3,0,0,Winter,Evening
73,2010,1,4,0,79.0,-14,-12.0,1023.0,NW,16.09,0,0,Winter,Night
74,2010,1,4,1,58.0,-16,-9.0,1023.0,NW,21.9,0,0,Winter,Night
75,2010,1,4,2,25.0,-17,-10.0,1024.0,NW,29.95,0,0,Winter,Night
76,2010,1,4,3,26.0,-18,-11.0,1024.0,NW,39.78,0,0,Winter,Night
77,2010,1,4,4,28.0,-19,-11.0,1025.0,NW,48.72,0,0,Winter,Night
78,2010,1,4,5,26.0,-20,-12.0,1026.0,NW,55.87,0,0,Winter,Night
79,2010,1,4,6,20.0,-21,-12.0,1027.0,NW,64.81,0,0,Winter,Night
80,2010,1,4,7,29.0,-21,-13.0,1027.0,NW,73.75,0,0,Winter,Morning
81,2010,1,4,8,26.0,-22,-13.0,1028.0,NW,80.9,0,0,Winter,Morning
82,2010,1,4,9,27.0,-22,-13.0,1029.0,NW,90.73,0,0,Winter,Morning
83,2010,1,4,10,27.0,-22,-12.0,1030.0,NW,100.56,0,0,Winter,Morning
84,2010,1,4,11,25.0,-23,-12.0,1031.0,NW,108.61,0,0,Winter,Morning
85,2010,1,4,12,29.0,-21,-11.0,1030.0,NW,117.55,0,0,Winter,Morning
86,2010,1,4,13,32.0,-20,-10.0,1030.0,NW,127.38,0,0,Winter,Afternoon
87,2010,1,4,14,28.0,-21,-10.0,1030.0,NW,136.32,0,0,Winter,Afternoon
88,2010,1,4,15,29.0,-21,-9.0,1030.0,NW,145.26,0,0,Winter,Afternoon
89,2010,1,4,16,30.0,-21,-9.0,1031.0,NW,152.41,0,0,Winter,Afternoon
90,2010,1,4,17,30.0,-20,-11.0,1032.0,NW,159.56,0,0,Winter,Afternoon
91,2010,1,4,18,28.0,-23,-11.0,1032.0,NW,165.37,0,0,Winter,Afternoon
92,2010,1,4,19,26.0,-21,-12.0,1033.0,NW,171.18,0,0,Winter,Evening
93,2010,1,4,20,31.0,-24,-12.0,1034.0,NW,180.12,0,0,Winter,Evening
94,2010,1,4,21,33.0,-24,-13.0,1034.0,NW,187.27,0,0,Winter,Evening
95,2010,1,4,22,29.0,-24,-13.0,1035.0,NW,195.32,0,0,Winter,Evening
96,2010,1,4,23,31.0,-26,-15.0,1035.0,NW,198.45,0,0,Winter,Evening
97,2010,1,5,0,30.0,-26,-17.0,1035.0,NW,201.58,0,0,Winter,Night
98,2010,1,5,1,34.0,-26,-18.0,1035.0,NW,205.6,0,0,Winter,Night
99,2010,1,5,2,27.0,-26,-19.0,1035.0,NW,208.73,0,0,Winter,Night
100,2010,1,5,3,25.0,-27,-18.0,1035.0,NW,213.65,0,0,Winter,Night
101,2010,1,5,4,28.0,-27,-19.0,1035.0,NW,218.57,0,0,Winter,Night
102,2010,1,5,5,28.0,-27,-16.0,1034.0,NE,4.92,0,0,Winter,Night
103,2010,1,5,6,27.0,-26,-16.0,1035.0,NE,8.05,0,0,Winter,Night
104,2010,1,5,7,27.0,-27,-16.0,1034.0,NE,13.86,0,0,Winter,Morning
105,2010,1,5,8,27.0,-26,-16.0,1035.0,NE,18.78,0,0,Winter,Morning
106,2010,1,5,9,29.0,-26,-15.0,1035.0,NE,24.59,0,0,Winter,Morning
107,2010,1,5,10,36.0,-25,-14.0,1035.0,NE,29.51,0,0,Winter,Morning
108,2010,1,5,11,30.0,-25,-13.0,1035.0,NE,34.43,0,0,Winter,Morning
109,2010,1,5,12,27.0,-25,-12.0,1034.0,NE,39.35,0,0,Winter,Morning
110,2010,1,5,13,39.0,-24,-11.0,1032.0,NE,41.14,0,0,Winter,Afternoon
111,2010,1,5,14,41.0,-22,-11.0,1032.0,cv,0.89,0,0,Winter,Afternoon
112,2010,1,5,15,33.0,-23,-11.0,1031.0,NW,1.79,0,0,Winter,Afternoon
113,2010,1,5,16,50.0,-24,-11.0,1031.0,NW,3.58,0,0,Winter,Afternoon
114,2010,1,5,17,56.0,-23,-11.0,1031.0,NW,5.37,0,0,Winter,Afternoon
115,2010,1,5,18,59.0,-23,-11.0,1032.0,NW,7.16,0,0,Winter,Afternoon
116,2010,1,5,19,60.0,-22,-13.0,1033.0,NW,10.29,0,0,Winter,Evening
117,2010,1,5,20,84.0,-22,-12.0,1033.0,NW,13.42,0,0,Winter,Evening
118,2010,1,5,21,106.0,-24,-18.0,1033.0,NW,16.55,0,0,Winter,Evening
119,2010,1,5,22,66.0,-22,-13.0,1034.0,NW,20.57,0,0,Winter,Evening
120,2010,1,5,23,50.0,-22,-16.0,1033.0,NW,23.7,0,0,Winter,Evening
121,2010,1,6,0,56.0,-25,-17.0,1033.0,NW,26.83,0,0,Winter,Night
122,2010,1,6,1,77.0,-25,-14.0,1033.0,NE,4.02,0,0,Winter,Night
123,2010,1,6,2,50.0,-26,-14.0,1034.0,NE,8.04,0,0,Winter,Night
124,2010,1,6,3,44.0,-26,-14.0,1033.0,NE,13.85,0,0,Winter,Night
125,2010,1,6,4,27.0,-26,-14.0,1033.0,NE,17.87,0,0,Winter,Night
126,2010,1,6,5,28.0,-26,-14.0,1033.0,NE,23.68,0,0,Winter,Night
127,2010,1,6,6,21.0,-26,-14.0,1033.0,NE,28.6,0,0,Winter,Night
128,2010,1,6,7,25.0,-26,-15.0,1034.0,NE,33.52,0,0,Winter,Morning
129,2010,1,6,8,20.0,-26,-14.0,1034.0,NE,39.33,0,0,Winter,Morning
130,2010,1,6,9,29.0,-25,-13.0,1035.0,NE,44.25,0,0,Winter,Morning
131,2010,1,6,10,34.0,-25,-12.0,1035.0,NE,50.06,0,0,Winter,Morning
132,2010,1,6,11,42.0,-24,-11.0,1035.0,NE,54.98,0,0,Winter,Morning
133,2010,1,6,12,28.0,-24,-10.0,1034.0,NE,59.0,0,0,Winter,Morning
134,2010,1,6,13,36.0,-22,-10.0,1033.0,NW,4.02,0,0,Winter,Afternoon
135,2010,1,6,14,48.0,-22,-9.0,1033.0,NW,5.81,0,0,Winter,Afternoon
136,2010,1,6,15,49.0,-22,-8.0,1033.0,cv,0.89,0,0,Winter,Afternoon
137,2010,1,6,16,52.0,-22,-8.0,1033.0,NW,1.79,0,0,Winter,Afternoon
138,2010,1,6,17,56.0,-21,-9.0,1033.0,NW,3.58,0,0,Winter,Afternoon
139,2010,1,6,18,96.0,-22,-9.0,1033.0,NW,5.37,0,0,Winter,Afternoon
140,2010,1,6,19,75.0,-22,-14.0,1034.0,cv,0.89,0,0,Winter,Evening
141,2010,1,6,20,105.0,-22,-12.0,1035.0,NW,1.79,0,0,Winter,Evening
142,2010,1,6,21,132.0,-21,-14.0,1034.0,NW,3.58,0,0,Winter,Evening
143,2010,1,6,22,93.0,-22,-16.0,1035.0,NW,5.37,0,0,Winter,Evening
144,2010,1,6,23,131.0,-21,-16.0,1035.0,NW,7.16,0,0,Winter,Evening
145,2010,1,7,0,127.0,-21,-16.0,1035.0,NW,8.95,0,0,Winter,Night
146,2010,1,7,1,130.0,-21,-16.0,1035.0,cv,0.45,0,0,Winter,Night
147,2010,1,7,2,43.0,-22,-18.0,1036.0,cv,1.34,0,0,Winter,Night
148,2010,1,7,3,37.0,-23,-15.0,1036.0,NW,4.02,0,0,Winter,Night
149,2010,1,7,4,30.0,-24,-16.0,1035.0,NW,7.15,0,0,Winter,Night
150,2010,1,7,5,28.0,-25,-15.0,1035.0,NW,10.28,0,0,Winter,Night
151,2010,1,7,6,24.0,-24,-15.0,1035.0,NW,14.3,0,0,Winter,Night
152,2010,1,7,7,23.0,-25,-13.0,1036.0,NE,4.92,0,0,Winter,Morning
153,2010,1,7,8,24.0,-24,-14.0,1036.0,NW,4.02,0,0,Winter,Morning
154,2010,1,7,9,27.0,-23,-12.0,1036.0,NW,8.94,0,0,Winter,Morning
155,2010,1,7,10,40.0,-22,-11.0,1036.0,NW,12.96,0,0,Winter,Morning
156,2010,1,7,11,42.0,-20,-10.0,1036.0,NW,16.09,0,0,Winter,Morning
157,2010,1,7,12,42.0,-21,-9.0,1035.0,NW,19.22,0,0,Winter,Morning
158,2010,1,7,13,55.0,-21,-8.0,1034.0,NW,21.01,0,0,Winter,Afternoon
159,2010,1,7,14,52.0,-20,-7.0,1033.0,NW,22.8,0,0,Winter,Afternoon
160,2010,1,7,15,51.0,-20,-7.0,1032.0,NW,24.59,0,0,Winter,Afternoon
161,2010,1,7,16,57.0,-18,-8.0,1032.0,NW,26.38,0,0,Winter,Afternoon
162,2010,1,7,17,50.0,-19,-9.0,1032.0,NW,28.17,0,0,Winter,Afternoon
163,2010,1,7,18,54.0,-19,-11.0,1032.0,NE,0.89,0,0,Winter,Afternoon
164,2010,1,7,19,67.0,-18,-11.0,1033.0,NW,1.79,0,0,Winter,Evening
165,2010,1,7,20,106.0,-19,-15.0,1032.0,NE,1.79,0,0,Winter,Evening
166,2010,1,7,21,159.0,-19,-14.0,1032.0,cv,0.45,0,0,Winter,Evening
167,2010,1,7,22,198.0,-21,-14.0,1032.0,cv,1.34,0,0,Winter,Evening
168,2010,1,7,23,190.0,-21,-16.0,1032.0,cv,2.23,0,0,Winter,Evening
169,2010,1,8,0,210.0,-21,-17.0,1031.0,NW,1.79,0,0,Winter,Night
170,2010,1,8,1,195.0,-19,-16.0,1031.0,NW,3.58,0,0,Winter,Night
171,2010,1,8,2,275.0,-20,-16.0,1031.0,NE,0.89,0,0,Winter,Night
172,2010,1,8,3,164.0,-19,-15.0,1030.0,SE,0.89,0,0,Winter,Night
173,2010,1,8,4,110.0,-18,-15.0,1030.0,cv,0.45,0,0,Winter,Night
174,2010,1,8,5,100.0,-18,-15.0,1029.0,cv,1.34,0,0,Winter,Night
175,2010,1,8,6,81.0,-18,-15.0,1029.0,NW,1.79,0,0,Winter,Night
176,2010,1,8,7,71.0,-16,-13.0,1029.0,NE,0.89,0,0,Winter,Morning
177,2010,1,8,8,66.0,-16,-12.0,1029.0,SE,0.89,0,0,Winter,Morning
178,2010,1,8,9,92.0,-16,-12.0,1030.0,SE,1.78,0,0,Winter,Morning
179,2010,1,8,10,135.0,-17,-10.0,1030.0,NE,0.89,0,0,Winter,Morning
180,2010,1,8,11,155.0,-16,-10.0,1029.0,cv,0.89,0,0,Winter,Morning
181,2010,1,8,12,198.0,-16,-9.0,1028.0,SE,3.13,0,0,Winter,Morning
182,2010,1,8,13,250.0,-15,-8.0,1026.0,SE,4.92,0,0,Winter,Afternoon
183,2010,1,8,14,200.0,-16,-8.0,1026.0,cv,0.89,0,0,Winter,Afternoon
184,2010,1,8,15,231.0,-16,-8.0,1025.0,cv,1.78,0,0,Winter,Afternoon
185,2010,1,8,16,250.0,-16,-8.0,1025.0,cv,2.67,0,0,Winter,Afternoon
186,2010,1,8,17,212.0,-17,-8.0,1025.0,SE,0.89,0,0,Winter,Afternoon
187,2010,1,8,18,219.0,-17,-9.0,1026.0,cv,0.45,0,0,Winter,Afternoon
188,2010,1,8,19,227.0,-17,-11.0,1026.0,cv,1.34,0,0,Winter,Evening
189,2010,1,8,20,226.0,-17,-12.0,1026.0,cv,1.79,0,0,Winter,Evening
190,2010,1,8,21,225.0,-18,-14.0,1027.0,NW,1.79,0,0,Winter,Evening
191,2010,1,8,22,168.0,-16,-9.0,1027.0,NW,4.92,0,0,Winter,Evening
192,2010,1,8,23,169.0,-16,-11.0,1027.0,NW,6.71,0,0,Winter,Evening
193,2010,1,9,0,165.0,-17,-13.0,1027.0,cv,0.89,0,0,Winter,Night
194,2010,1,9,1,159.0,-17,-13.0,1027.0,NW,3.13,0,0,Winter,Night
195,2010,1,9,2,167.0,-17,-14.0,1027.0,NW,4.92,0,0,Winter,Night
196,2010,1,9,3,196.0,-17,-15.0,1027.0,NW,8.05,0,0,Winter,Night
197,2010,1,9,4,169.0,-17,-13.0,1027.0,NW,9.84,0,0,Winter,Night
198,2010,1,9,5,155.0,-19,-16.0,1027.0,NW,13.86,0,0,Winter,Night
199,2010,1,9,6,119.0,-18,-15.0,1027.0,NW,17.88,0,0,Winter,Night
200,2010,1,9,7,106.0,-19,-15.0,1027.0,NW,21.9,0,0,Winter,Morning
201,2010,1,9,8,93.0,-18,-14.0,1028.0,NW,25.92,0,0,Winter,Morning
202,2010,1,9,9,84.0,-18,-9.0,1029.0,NE,5.81,0,0,Winter,Morning
203,2010,1,9,10,73.0,-17,-7.0,1029.0,NE,11.62,0,0,Winter,Morning
204,2010,1,9,11,66.0,-17,-6.0,1030.0,NE,17.43,0,0,Winter,Morning
205,2010,1,9,12,40.0,-16,-6.0,1029.0,NE,23.24,0,0,Winter,Morning
206,2010,1,9,13,49.0,-16,-5.0,1029.0,NE,28.16,0,0,Winter,Afternoon
207,2010,1,9,14,50.0,-15,-4.0,1029.0,NE,33.08,0,0,Winter,Afternoon
208,2010,1,9,15,49.0,-14,-4.0,1028.0,NE,37.1,0,0,Winter,Afternoon
209,2010,1,9,16,41.0,-15,-4.0,1029.0,NE,38.89,0,0,Winter,Afternoon
210,2010,1,9,17,37.0,-15,-4.0,1030.0,NW,1.79,0,0,Winter,Afternoon
211,2010,1,9,18,45.0,-15,-7.0,1030.0,NE,3.13,0,0,Winter,Afternoon
212,2010,1,9,19,44.0,-15,-6.0,1031.0,NW,3.13,0,0,Winter,Evening
213,2010,1,9,20,54.0,-15,-7.0,1032.0,NW,4.92,0,0,Winter,Evening
214,2010,1,9,21,50.0,-15,-6.0,1032.0,NE,3.13,0,0,Winter,Evening
215,2010,1,9,22,47.0,-15,-8.0,1033.0,cv,0.45,0,0,Winter,Evening
216,2010,1,9,23,66.0,-15,-8.0,1033.0,cv,0.9,0,0,Winter,Evening
217,2010,1,10,0,75.0,-15,-11.0,1033.0,NW,0.89,0,0,Winter,Night
218,2010,1,10,1,82.0,-17,-13.0,1033.0,NW,1.78,0,0,Winter,Night
219,2010,1,10,2,66.0,-17,-12.0,1033.0,NW,4.91,0,0,Winter,Night
220,2010,1,10,3,83.0,-17,-13.0,1033.0,NW,8.04,0,0,Winter,Night
221,2010,1,10,4,62.0,-19,-14.0,1032.0,NW,9.83,0,0,Winter,Night
222,2010,1,10,5,40.0,-18,-13.0,1032.0,NW,12.96,0,0,Winter,Night
223,2010,1,10,6,23.0,-19,-13.0,1032.0,NW,16.09,0,0,Winter,Night
224,2010,1,10,7,25.0,-19,-14.0,1033.0,NW,19.22,0,0,Winter,Morning
225,2010,1,10,8,27.0,-19,-14.0,1034.0,NW,22.35,0,0,Winter,Morning
226,2010,1,10,9,35.0,-17,-12.0,1033.0,NW,24.14,0,0,Winter,Morning
227,2010,1,10,10,50.0,-16,-7.0,1033.0,NE,4.02,0,0,Winter,Morning
228,2010,1,10,11,70.0,-15,-7.0,1033.0,NW,3.13,0,0,Winter,Morning
229,2010,1,10,12,75.0,-15,-7.0,1032.0,NW,6.26,0,0,Winter,Morning
230,2010,1,10,13,58.0,-14,-6.0,1031.0,NW,9.39,0,0,Winter,Afternoon
231,2010,1,10,14,70.0,-14,-6.0,1031.0,NW,12.52,0,0,Winter,Afternoon
232,2010,1,10,15,68.0,-13,-5.0,1030.0,NW,14.31,0,0,Winter,Afternoon
233,2010,1,10,16,71.0,-14,-5.0,1031.0,NW,16.1,0,0,Winter,Afternoon
234,2010,1,10,17,88.0,-14,-6.0,1031.0,NW,19.23,0,0,Winter,Afternoon
235,2010,1,10,18,84.0,-13,-7.0,1032.0,NW,23.25,0,0,Winter,Afternoon
236,2010,1,10,19,83.0,-15,-6.0,1032.0,NW,27.27,0,0,Winter,Evening
237,2010,1,10,20,66.0,-15,-6.0,1033.0,NW,30.4,0,0,Winter,Evening
238,2010,1,10,21,27.0,-15,-4.0,1034.0,NW,35.32,0,0,Winter,Evening
239,2010,1,10,22,24.0,-16,-4.0,1034.0,NW,44.26,0,0,Winter,Evening
240,2010,1,10,23,22.0,-17,-5.0,1035.0,NW,52.31,0,0,Winter,Evening
241,2010,1,11,0,23.0,-17,-6.0,1035.0,NW,60.36,0,0,Winter,Night
242,2010,1,11,1,27.0,-17,-8.0,1035.0,cv,0.89,0,0,Winter,Night
243,2010,1,11,2,23.0,-19,-11.0,1036.0,NW,4.02,0,0,Winter,Night
244,2010,1,11,3,17.0,-20,-11.0,1036.0,NW,8.94,0,0,Winter,Night
245,2010,1,11,4,17.0,-21,-11.0,1035.0,NE,4.02,0,0,Winter,Night
246,2010,1,11,5,16.0,-22,-12.0,1035.0,NW,3.13,0,0,Winter,Night
247,2010,1,11,6,16.0,-22,-12.0,1035.0,NE,4.92,0,0,Winter,Night
248,2010,1,11,7,20.0,-22,-13.0,1036.0,NW,5.81,0,0,Winter,Morning
249,2010,1,11,8,20.0,-22,-9.0,1036.0,NW,13.86,0,0,Winter,Morning
250,2010,1,11,9,18.0,-22,-10.0,1036.0,NW,21.91,0,0,Winter,Morning
251,2010,1,11,10,25.0,-22,-9.0,1036.0,NW,29.06,0,0,Winter,Morning
252,2010,1,11,11,26.0,-21,-9.0,1036.0,NW,33.08,0,0,Winter,Morning
253,2010,1,11,12,27.0,-20,-6.0,1035.0,NW,42.02,0,0,Winter,Morning
254,2010,1,11,13,28.0,-19,-5.0,1034.0,NW,50.96,0,0,Winter,Afternoon
255,2010,1,11,14,15.0,-19,-5.0,1033.0,NW,59.01,0,0,Winter,Afternoon
256,2010,1,11,15,24.0,-20,-5.0,1033.0,NW,66.16,0,0,Winter,Afternoon
257,2010,1,11,16,13.0,-20,-5.0,1032.0,NW,71.97,0,0,Winter,Afternoon
258,2010,1,11,17,13.0,-20,-5.0,1033.0,NW,76.89,0,0,Winter,Afternoon
259,2010,1,11,18,13.0,-20,-7.0,1033.0,NW,81.81,0,0,Winter,Afternoon
260,2010,1,11,19,17.0,-22,-7.0,1033.0,NW,85.83,0,0,Winter,Evening
261,2010,1,11,20,20.0,-22,-8.0,1033.0,NW,89.85,0,0,Winter,Evening
262,2010,1,11,21,27.0,-23,-10.0,1033.0,NW,91.64,0,0,Winter,Evening
263,2010,1,11,22,20.0,-23,-13.0,1033.0,NW,93.43,0,0,Winter,Evening
264,2010,1,11,23,15.0,-22,-12.0,1032.0,cv,0.89,0,0,Winter,Evening
265,2010,1,12,0,21.0,-22,-15.0,1031.0,cv,1.78,0,0,Winter,Night
266,2010,1,12,1,21.0,-22,-14.0,1031.0,NE,1.79,0,0,Winter,Night
267,2010,1,12,2,37.0,-22,-14.0,1031.0,NW,0.89,0,0,Winter,Night
268,2010,1,12,3,26.0,-24,-18.0,1030.0,NE,1.79,0,0,Winter,Night
269,2010,1,12,4,15.0,-24,-13.0,1030.0,NE,3.58,0,0,Winter,Night
270,2010,1,12,5,9.0,-25,-14.0,1030.0,NW,3.13,0,0,Winter,Night
271,2010,1,12,6,11.0,-24,-14.0,1030.0,NW,7.15,0,0,Winter,Night
272,2010,1,12,7,11.0,-25,-12.0,1030.0,NW,12.96,0,0,Winter,Morning
273,2010,1,12,8,16.0,-26,-14.0,1030.0,NW,16.98,0,0,Winter,Morning
274,2010,1,12,9,13.0,-25,-12.0,1031.0,NW,21.0,0,0,Winter,Morning
275,2010,1,12,10,15.0,-25,-11.0,1031.0,NW,26.81,0,0,Winter,Morning
276,2010,1,12,11,21.0,-24,-11.0,1030.0,NW,35.75,0,0,Winter,Morning
277,2010,1,12,12,24.0,-23,-11.0,1029.0,NW,47.82,0,0,Winter,Morning
278,2010,1,12,13,22.0,-22,-11.0,1029.0,NW,63.02,0,0,Winter,Afternoon
279,2010,1,12,14,22.0,-23,-11.0,1029.0,NW,75.98,0,0,Winter,Afternoon
280,2010,1,12,15,22.0,-22,-11.0,1029.0,NW,88.05,0,0,Winter,Afternoon
281,2010,1,12,16,19.0,-23,-11.0,1030.0,NW,101.01,0,0,Winter,Afternoon
282,2010,1,12,17,23.0,-24,-11.0,1030.0,NW,109.06,0,0,Winter,Afternoon
283,2010,1,12,18,25.0,-24,-11.0,1032.0,NW,118.0,0,0,Winter,Afternoon
284,2010,1,12,19,25.0,-23,-11.0,1032.0,NW,126.05,0,0,Winter,Evening
285,2010,1,12,20,31.0,-23,-12.0,1032.0,NW,134.1,0,0,Winter,Evening
286,2010,1,12,21,25.0,-24,-12.0,1033.0,NW,142.15,0,0,Winter,Evening
287,2010,1,12,22,22.0,-23,-12.0,1033.0,NW,150.2,0,0,Winter,Evening
288,2010,1,12,23,22.0,-23,-12.0,1034.0,NW,160.03,0,0,Winter,Evening
289,2010,1,13,0,15.0,-24,-12.0,1034.0,NW,169.86,0,0,Winter,Night
290,2010,1,13,1,16.0,-24,-12.0,1033.0,NW,178.8,0,0,Winter,Night
291,2010,1,13,2,11.0,-25,-12.0,1033.0,NW,189.98,0,0,Winter,Night
292,2010,1,13,3,11.0,-24,-13.0,1033.0,NW,198.03,0,0,Winter,Night
293,2010,1,13,4,12.0,-25,-12.0,1032.0,NW,205.18,0,0,Winter,Night
294,2010,1,13,5,11.0,-25,-12.0,1033.0,NW,215.01,0,0,Winter,Night
295,2010,1,13,6,12.0,-25,-12.0,1032.0,NW,226.19,0,0,Winter,Night
